,Bay,Date,Year,Tow,Towindex,Station,StartLAT,StartLON,Temp,SAL,DO.mg.L,Bottom.type,distswept,NumCaught,jday,cpT,avl,minl,maxl,sdl,area,cpue,efoff,rcpT,AvDepth,EndLAT,EndLON,NumKept
858,Shinnecock,2017-07-05,2017,,215,8,40.867,-72.49,20.5,32.1,9.4,,475.1301721,8,186,13.02198761,45.37278217,39,52,4.688511796,475.1301721,0.027038347,6.163588813,13,1.76784,40.863,-72.492,0
859,Shinnecock,2017-07-05,2017,,216,12,40.864,-72.492,23,30.9,8.2,,511.1675622,12,186,16.50854183,57.60979172,40,87,15.7391136,511.1675622,0.031785209,6.236697447,17,1.6764,40.86,-72.495,3
860,Shinnecock,2017-07-05,2017,,217,24,40.861,-72.487,21.6,31.8,9.9,,418.2945655,2,186,2.600522401,63.44154899,49,85,25.45584412,418.2945655,0.006197719,6.036185887,3,1.79832,40.858,-72.484,0
861,Shinnecock,2017-07-05,2017,,218,22,40.857,-72.495,22.8,31.1,7.5,,373.4028671,3,186,3.8923806,62.13667088,38,87,26.08320021,373.4028671,0.010370122,5.92265791,4,1.88976,40.854,-72.497,0
862,Shinnecock,2017-07-05,2017,,219,20,40.854,-72.498,23.5,30.6,7.7,,373.4028671,2,186,2.572699647,63.37636274,51,81,21.21320344,373.4028671,0.00686625,5.92265791,3,1.85928,40.857,-72.496,0
863,Shinnecock,2017-07-05,2017,,220,14,40.86,-72.496,23.8,30.5,8.1,,418.2900573,4,186,5.444448872,57.60250798,52,64,5.887840578,418.2900573,0.012931986,6.036175109,5,0.97536,40.863,-72.493,0
864,Shinnecock,2017-07-05,2017,,221,11,40.861,-72.496,24.3,30.5,9,,278.8592869,2,186,2.435307427,66.24140167,59,75,11.3137085,278.8592869,0.008695192,5.630707306,2,1.00584,40.863,-72.494,0
865,Shinnecock,2017-07-05,2017,,222,9,40.864,-72.493,24.5,30.3,9,,278.8547785,2,186,2.780889692,55.90002549,47,68,14.8492424,278.8547785,0.00992314,5.630691139,3,0.88392,40.866,-72.491,0
866,Shinnecock,2017-07-13,2017,,223,2,40.876,-72.488,25.8,29.8,7.5,,444.2058927,1,194,1.792410193,37,37,37,,444.2058927,0.00402697,6.096288177,2,2.65176,40.872,-72.488,0
867,Shinnecock,2017-07-13,2017,,224,34,40.872,-72.486,25.1,30.4,7.5,,343.6533663,20,194,29.82413738,51.4217648,35,88,10.69382508,343.6533663,0.083224278,5.839633493,30,3.01752,40.875,-72.485,3
868,Shinnecock,2017-07-13,2017,,225,33,40.87,-72.486,25.1,30.4,7.8,,444.2057382,10,194,14.62243925,51.7848345,33,74,12.0577315,444.2057382,0.032387969,6.096287829,15,2.86512,40.874,-72.486,3
869,Shinnecock,2017-07-13,2017,,226,29,40.866,-72.487,24.1,30.8,7.8,,511.1566707,3,194,4.584135456,49.50508172,44,61,9.291573243,511.1566707,0.008928186,6.236676139,5,2.7432,40.87,-72.484,0
870,Shinnecock,2017-07-13,2017,,227,27,40.864,-72.489,24.1,30.9,8.1,,475.1293443,2,194,2.879267545,52.94031951,43,67,16.97056275,475.1293443,0.006041678,6.163587071,3,2.7432,40.868,-72.487,2
871,Shinnecock,2017-07-13,2017,,228,8,40.865,-72.491,24.1,30.9,8,,373.3908379,0,194,0,,,,,373.3908379,0,5.922625694,0,2.1336,40.868,-72.489,0
872,Shinnecock,2017-07-13,2017,,229,14,40.859,-72.496,22.2,31.5,7.9,,418.2923114,2,194,2.775393693,56.40167274,54,59,3.535533906,418.2923114,0.006613143,6.036180498,3,2.25552,40.862,-72.493,0
873,Shinnecock,2017-07-13,2017,,230,20,40.853,-72.497,21.8,31.5,7.2,,452.1363897,2,194,2.809634194,55.1644055,47,66,13.43502884,452.1363897,0.006194902,6.113983881,3,2.4384,40.857,-72.496,2
874,Shinnecock,2017-07-13,2017,,231,21,40.853,-72.496,22.2,31.5,7.6,,475.1384501,3,194,4.674724075,47.15430929,36,59,11.59022577,475.1384501,0.009790572,6.163606235,5,2.40792,40.857,-72.494,0
875,Shinnecock,2017-07-13,2017,,232,18,40.855,-72.498,21.4,31.6,7.4,,612.4137625,7,194,8.338781125,68.08030017,54,80,8.687703406,612.4137625,0.013524385,6.417408137,8,2.40792,40.859,-72.493,0
876,Shinnecock,2017-07-19,2017,,233,30,40.868,-72.488,22.7,31.5,7.2,,373.3908379,29,200,40.84143992,54.71247703,35,67,8.451105387,373.3908379,0.10380118,5.922625694,41,1.79832,40.865,-72.49,3
877,Shinnecock,2017-07-19,2017,,234,29,40.868,-72.486,22.6,31.7,6.8,,452.1346237,22,200,27.80006991,64.22176935,37,97,14.72408575,452.1346237,0.059670064,6.113979975,28,1.8288,40.864,-72.487,4
878,Shinnecock,2017-07-19,2017,,235,28S,40.865,-72.487,23.9,31,7.3,,511.165747,27,200,33.63610037,65.01476382,37,96,14.65189621,511.165747,0.06372825,6.236693896,34,1.92024,40.861,-72.49,3
879,Shinnecock,2017-07-19,2017,,236,10,40.864,-72.49,23.5,31.3,8.2,,373.3952123,23,200,33.4983267,52.37099646,33,70,9.514706736,373.3952123,0.085914167,5.922637409,33,1.79832,40.861,-72.492,0
880,Shinnecock,2017-07-19,2017,,237,24,40.851,-72.492,22.9,31.5,6.9,,781.9173912,1,200,1.239338748,64,64,64,,781.9173912,0.001583745,6.661749097,1,1.85928,40.858,-72.493,0
881,Shinnecock,2017-07-19,2017,,238,16,40.859,-72.495,23,31.6,8,,343.6574451,9,200,12.22730326,59.61541111,33,109,25.35251467,343.6574451,0.034961576,5.839645362,12,1.8288,40.856,-72.496,0
882,Shinnecock,2017-07-19,2017,,239,18,40.857,-72.497,22.8,31.7,8.1,,373.4028671,7,200,8.81235794,63.47751913,55,80,8.29515062,373.4028671,0.023325957,5.92265791,9,2.10312,40.854,-72.499,0
883,Shinnecock,2017-07-19,2017,,240,14,40.86,-72.495,23.2,31.5,8.5,,511.1675622,3,200,4.285641946,54.48366042,50,58,4.163331999,511.1675622,0.008349075,6.236697447,4,1.0668,40.864,-72.492,0
884,Shinnecock,2017-07-19,2017,,241,7,40.865,-72.492,24.9,31.4,10.4,,343.6551508,0,200,0,,,,,343.6551508,0,5.839638686,0,0.762,40.868,-72.491,0
885,Shinnecock,2017-07-19,2017,,242,1,40.872,-72.49,25.5,30.9,9.6,,452.1333392,1,200,1.353959245,58,58,58,,452.1333392,0.002990127,6.113977135,1,1.34112,40.876,-72.489,0
886,Shinnecock,2017-07-27,2017,,243,11,40.861,-72.497,21.7,31.5,8.4,,474.0481712,1,208,1.120442198,73,73,73,,474.0481712,0.002360773,6.161308944,1,1.55448,40.864,-72.493,0
887,Shinnecock,2017-07-27,2017,,244,9,40.863,-72.493,22,31.4,8.4,,373.3930251,0,208,0,,,,,373.3930251,0,5.922631552,0,1.70688,40.866,-72.491,0
888,Shinnecock,2017-07-27,2017,,245,8,40.865,-72.491,21.7,31.5,8.3,,475.1318277,0,208,0,,,,,475.1318277,0,6.163592298,0,2.80416,40.861,-72.489,0
889,Shinnecock,2017-07-27,2017,,246,6,40.866,-72.492,22.8,30.7,9.3,,373.3897443,1,208,1.274595083,62,62,62,,373.3897443,0.003407765,5.922622765,1,1.34112,40.869,-72.49,0
890,Shinnecock,2017-07-27,2017,,247,5,40.868,-72.491,22.9,30.6,9,,373.387557,0,208,0,,,,,373.387557,0,5.922616907,0,1.46304,40.871,-72.489,0
891,Shinnecock,2017-07-27,2017,,248,30,40.868,-72.489,21.4,31.7,7.9,,373.387557,8,208,11.01119961,55.78729757,26,93,20.46556341,373.387557,0.029063535,5.922616907,11,2.80416,40.871,-72.487,7
892,Shinnecock,2017-07-27,2017,,249,31,40.868,-72.487,22.2,31,7.9,,475.1260329,0,208,0,,,,,475.1260329,0,6.163580101,0,2.80416,40.872,-72.485,0
893,Shinnecock,2017-07-27,2017,,250,28N,40.866,-72.489,21.2,31.8,7.9,,373.3897443,6,208,7.225499301,66.36590097,62,71,3.619392214,373.3897443,0.019166241,5.922622765,7,2.7432,40.869,-72.487,3
894,Shinnecock,2017-07-27,2017,,251,10,40.863,-72.492,21.3,31.8,8,,336.6005402,0,208,0,,,,,336.6005402,0,5.818896887,0,2.62128,40.865,-72.489,0
895,Shinnecock,2017-07-27,2017,,252,25,40.86,-72.491,21,31.9,7.4,,452.1352659,0,208,0,,,,,452.1352659,0,6.113981396,0,2.62128,40.864,-72.49,0
896,Shinnecock,2017-08-02,2017,,253,20,40.853,-72.498,21.5,32.2,7.3,,475.1384501,1,214,1.192534974,67,67,67,,475.1384501,0.002506724,6.163606235,1,1.85928,40.857,-72.496,0
897,Shinnecock,2017-08-02,2017,,254,23,40.856,-72.494,22.5,31.8,7.9,,475.1359668,0,214,0,,,,,475.1359668,0,6.163601009,0,1.92024,40.86,-72.492,0
898,Shinnecock,2017-08-02,2017,,255,24,40.859,-72.494,23.1,31.5,8.6,,418.2923114,0,214,0,,,,,418.2923114,0,6.036180498,0,1.9812,40.862,-72.491,0
899,Shinnecock,2017-08-02,2017,,256,28N,40.866,-72.489,23.8,30.8,8.3,,373.3897443,0,214,0,,,,,373.3897443,0,5.922622765,0,2.1336,40.869,-72.487,0
900,Shinnecock,2017-08-02,2017,,257,30,40.868,-72.489,23.1,31.5,7.4,,373.387557,0,214,0,,,,,373.387557,0,5.922616907,0,2.16408,40.871,-72.487,0
901,Shinnecock,2017-08-02,2017,,258,32,40.869,-72.488,23,31.7,9,,444.2056609,0,214,0,,,,,444.2056609,0,6.096287655,0,2.07264,40.873,-72.488,0
902,Shinnecock,2017-08-02,2017,,259,2,40.871,-72.488,23.2,31.4,9.8,,444.2058154,0,214,0,,,,,444.2058154,0,6.096288003,0,2.16408,40.875,-72.488,0
903,Shinnecock,2017-08-02,2017,,260,3,40.87,-72.49,24.6,30.6,9.7,,343.6538762,0,214,0,,,,,343.6538762,0,5.839634977,0,0.9144,40.873,-72.489,0
904,Shinnecock,2017-08-02,2017,,261,9,40.862,-72.494,24.1,30.8,10.7,,373.3941187,0,214,0,,,,,373.3941187,0,5.92263448,0,0.85344,40.865,-72.492,0
905,Shinnecock,2017-08-02,2017,,262,19,40.853,-72.501,23.7,31.9,9.3,,373.4039606,1,214,1.222917267,65,65,65,,373.4039606,0.0032697,5.922660838,1,0.82296,40.856,-72.499,0
906,Shinnecock,2017-08-08,2017,,263,1,40.874,-72.49,22,30.5,6.9,,222.1029077,3,220,3.863798668,63.47484407,51,86,18.17507451,222.1029077,0.017246849,5.403140823,4,0.73152,40.872,-72.49,3
907,Shinnecock,2017-08-08,2017,,264,5,40.871,-72.49,22.1,30.7,6.8,,343.6543861,2,220,2.280221906,72.11685396,66,79,9.192388155,343.6543861,0.006613302,5.839636461,2,0.82296,40.868,-72.491,2
908,Shinnecock,2017-08-08,2017,,265,9,40.865,-72.492,20.9,31.6,5.9,,278.8562813,1,220,1.047197521,84,84,84,,278.8562813,0.003748297,5.630696528,1,0.94488,40.863,-72.494,1
909,Shinnecock,2017-08-08,2017,,266,19,40.853,-72.501,20.6,31.7,6.8,,278.8713085,4,220,4.837390093,67.50285757,49,80,13.91641716,278.8713085,0.017197587,5.630750415,5,2.16408,40.855,-72.499,4
910,Shinnecock,2017-08-08,2017,,267,17,40.855,-72.5,21.1,31.3,7,,343.6577,7,220,8.467032019,70.7758148,50,105,19.80620393,343.6577,0.024339361,5.839646104,8,0.94488,40.858,-72.499,0
911,Shinnecock,2017-08-08,2017,,268,22,40.855,-72.495,20.1,32,7,,333.1534054,0,220,0,,,,,333.1534054,0,5.808603061,0,2.25552,40.858,-72.495,0
912,Shinnecock,2017-08-08,2017,,269,23,40.857,-72.493,19.7,32.3,7.1,,343.6571902,0,220,0,,,,,343.6571902,0,5.83964462,0,2.19456,40.86,-72.492,0
913,Shinnecock,2017-08-08,2017,,270,16,40.857,-72.497,19.8,32.2,6.9,,336.6175381,1,220,1.666511679,44,44,44,,336.6175381,0.004938542,5.818947384,2,2.1336,40.859,-72.494,0
914,Shinnecock,2017-08-08,2017,,271,27,40.864,-72.487,21.2,31.4,6.3,,343.6554058,0,220,0,,,,,343.6554058,0,5.839639428,0,2.31648,40.867,-72.488,0
915,Shinnecock,2017-08-08,2017,,272,34,40.872,-72.485,20.8,31.6,6.4,,237.5617747,0,220,0,,,,,237.5617747,0,5.470427693,0,2.286,40.874,-72.486,0
916,Shinnecock,2017-08-16,2017,,273,24,40.863,-72.491,22.6,32,7.1,,373.3963059,0,228,0,,,,,373.3963059,0,5.922640338,0,1.92024,40.86,-72.493,0
917,Shinnecock,2017-08-16,2017,,274,20,40.856,-72.496,23.1,31.6,7.7,,373.4039606,0,228,0,,,,,373.4039606,0,5.922660838,0,2.34696,40.853,-72.498,0
918,Shinnecock,2017-08-16,2017,,275,25,40.866,-72.491,22.7,32,7,,237.5650861,0,228,0,,,,,237.5650861,0,5.470441633,0,2.16408,40.864,-72.49,0
919,Shinnecock,2017-08-16,2017,,276,28,40.866,-72.489,22.8,32,6.3,,373.3897443,0,228,0,,,,,373.3897443,0,5.922622765,0,2.22504,40.869,-72.487,0
920,Shinnecock,2017-08-16,2017,,277,27,40.867,-72.488,22.8,32,6.7,,343.6554058,0,228,0,,,,,343.6554058,0,5.839639428,0,2.22504,40.864,-72.489,0
921,Shinnecock,2017-08-16,2017,,278,33,40.874,-72.485,22.6,32.1,7.5,,452.1336603,0,228,0,,,,,452.1336603,0,6.113977845,0,2.40792,40.87,-72.486,0
922,Shinnecock,2017-08-16,2017,,279,32,40.873,-72.488,22.9,32,6.4,,452.1338209,0,228,0,,,,,452.1338209,0,6.1139782,0,2.19456,40.869,-72.489,0
923,Shinnecock,2017-08-16,2017,,280,3,40.873,-72.49,24.6,31.3,10.7,,333.1542746,0,228,0,,,,,333.1542746,0,5.80860567,0,0.9144,40.87,-72.49,0
924,Shinnecock,2017-08-16,2017,,281,5,40.87,-72.49,24.2,31.5,10.5,,373.3886507,0,228,0,,,,,373.3886507,0,5.922619836,0,0.88392,40.867,-72.492,0
925,Shinnecock,2017-08-16,2017,,282,13,40.862,-72.496,24.1,31.5,11.1,,373.3973994,0,228,0,,,,,373.3973994,0,5.922643267,0,0.9144,40.859,-72.498,0
926,Shinnecock,2017-08-24,2017,,283,1,40.875,-72.491,22.6,31.4,8.3,,333.1543905,1,236,1.375371023,57,57,57,,333.1543905,0.004119831,5.808606018,1,0.70104,40.872,-72.491,0
927,Shinnecock,2017-08-24,2017,,284,3,40.873,-72.49,22.3,21.2,8.8,,333.1542746,1,236,1.192534974,67,67,67,,333.1542746,0.003573136,5.80860567,1,1.2192,40.87,-72.49,0
928,Shinnecock,2017-08-24,2017,,285,33,40.49,-72.486,21,22,8.1,,373.3952123,0,236,0,,,,,373.3952123,0,5.922637409,0,2.92608,40.869,-72.488,0
929,Shinnecock,2017-08-24,2017,,286,27,40.867,-72.487,19.5,32.3,7.8,,373.3919315,0,236,0,,,,,373.3919315,0,5.922628623,0,2.8956,40.864,-72.489,0
930,Shinnecock,2017-08-24,2017,,287,12,40.864,-72.492,20.3,32.1,7.8,,373.3952123,0,236,0,,,,,373.3952123,0,5.922637409,0,2.56032,40.861,-72.494,0
931,Shinnecock,2017-08-24,2017,,288,24,40.862,-72.492,20.9,31.4,7.7,,373.3973994,0,236,0,,,,,373.3973994,0,5.922643267,0,2.65176,40.859,-72.494,0
932,Shinnecock,2017-08-24,2017,,289,16,40.86,-72.494,19.5,32.3,7.2,,278.8637951,0,236,0,,,,,278.8637951,0,5.630723473,0,2.52984,40.858,-72.496,0
933,Shinnecock,2017-08-24,2017,,290,13,40.862,-72.496,22.7,31.5,12.1,,373.3973994,1,236,1.165412156,69,69,69,,373.3973994,0.003116244,5.922643267,1,1.3716,40.859,-72.498,0
934,Shinnecock,2017-08-24,2017,,291,17,40.859,-72.498,21.3,32,10.1,,373.4006801,1,236,1.293386184,61,61,61,,373.4006801,0.003457817,5.922652052,1,1.2192,40.856,-72.5,0
935,Shinnecock,2017-08-24,2017,,292,19,40.857,-72.499,21.7,31.9,9.9,,343.657955,0,236,0,,,,,343.657955,0,5.839646846,0,1.00584,40.854,-72.5,0
936,Napeague,2016-05-19,2016,,1,36,41.016556,-72.04875,13.1,27.1,10.04,,122.8499623,0,140,0,,,,,122.8499623,0,4.810963792,0,2.04216,41.017417,-72.047833,0
937,Napeague,2016-05-19,2016,,2,30,41.014167,-72.04875,12.4,27.4,9.73,,306.9611619,0,140,0,,,,,306.9611619,0,5.726721231,0,2.286,41.011611,-72.047361,0
938,Napeague,2016-05-19,2016,,3,21,41.011722,-72.047556,12.3,27.4,9.77,,347.5114444,0,140,0,,,,,347.5114444,0,5.850797598,0,2.1336,41.008611,-72.047111,0
939,Napeague,2016-05-19,2016,,4,23,41.009167,-72.04025,13.1,27.4,8.77,,261.5080504,0,140,0,,,,,261.5080504,0,5.566465068,0,2.92608,41.011417,-72.039333,0
940,Napeague,2016-05-19,2016,,5,13,41.009806,-72.046278,12.8,27.3,9.71,,344.6428678,0,140,0,,,,,344.6428678,0,5.842508715,0,2.30124,41.007,-72.048028,0
941,Napeague,2016-05-19,2016,,6,6,41.005333,-72.0515,14.1,27.3,8.45,,324.5628438,0,140,0,,,,,324.5628438,0,5.782479181,0,1.31064,41.007361,-72.048722,0
942,Napeague,2016-05-19,2016,,7,2,41.003528,-72.04825,14.3,27.3,9.23,,347.3219983,0,140,0,,,,,347.3219983,0,5.850252299,0,1.23444,41.006611,-72.047556,0
943,Napeague,2016-05-19,2016,,8,3,41.003306,-72.047028,14.7,27.3,9.14,,309.8566646,1,140,0,,,,,309.8566646,0,5.736109818,0,1.38684,41.004694,-72.043833,1
944,Napeague,2016-05-19,2016,,9,5,41.005556,-72.040056,13.4,27.4,9.4,,346.6008199,0,140,0,,,,,346.6008199,0,5.848173743,0,1.34112,41.003611,-72.043278,0
945,Napeague,2016-05-19,2016,,10,45,41.006167,-72.03825,13.1,27.3,9.29,,287.2219064,0,140,0,,,,,287.2219064,0,5.66025511,0,2.46888,41.005444,-72.041528,0
946,Napeague,2016-05-19,2016,,11,41,41.011889,-72.052111,14.9,27.3,9.05,,274.5648694,0,140,0,,,,,274.5648694,0,5.615187552,0,0.48768,41.014361,-72.052056,0
947,Napeague,2016-05-19,2016,,12,40,41.012861,-72.053778,15.1,27.3,8.35,,314.878694,0,140,0,,,,,314.878694,0,5.752187466,0,1.02108,41.014528,-72.05075,0
948,Napeague,2016-05-26,2016,,13,30,41.013917,-72.04775,15.1,27,9.94,,291.0535357,0,147,0,,,,,291.0535357,0,5.673507222,0,1.93548,41.012222,-72.050389,0
949,Napeague,2016-05-26,2016,,14,25,41.012278,-72.046278,15.3,27.3,9.88,,258.8336548,0,147,0,,,,,258.8336548,0,5.556185596,0,1.79832,41.012,-72.049333,0
950,Napeague,2016-05-26,2016,,15,20,41.00825,-72.046611,15.8,27.2,8.7,,222.1609668,0,147,0,,,,,222.1609668,0,5.403402195,0,2.30124,41.010222,-72.046167,0
951,Napeague,2016-05-26,2016,,16,21,41.008194,-72.04675,15.9,27.2,9.46,,266.5862254,0,147,0,,,,,266.5862254,0,5.585697739,0,1.78308,41.008278,-72.043583,0
952,Napeague,2016-05-26,2016,,17,1,41.002111,-72.051722,17,27.1,9.26,,458.3694377,0,147,0,,,,,458.3694377,0,6.127675492,0,1.524,41.005889,-72.049528,0
953,Napeague,2016-05-26,2016,,18,14,41.008389,-72.041833,15.9,27.2,8.92,,311.7453511,1,147,1.645659032,45,45,45,,311.7453511,0.005264972,5.742186672,2,2.08788,41.005861,-72.043444,1
954,Napeague,2016-05-26,2016,,19,22,41.008528,-72.041972,15.6,27.2,9.36,,176.1115713,0,147,0,,,,,176.1115713,0,5.171117722,0,2.25552,41.007444,-72.040444,0
955,Napeague,2016-05-26,2016,,20,28,41.01025,-72.038639,17.6,27.1,8.21,,337.0125648,1,147,1.821184158,35,35,35,,337.0125648,0.005389357,5.820120214,2,1.35636,41.013194,-72.039611,1
956,Napeague,2016-05-26,2016,,21,34,41.014167,-72.042944,16.9,27.1,8.93,,411.6823481,0,147,0,,,,,411.6823481,0,6.020252052,0,5.4864,41.016361,-72.046889,0
957,Napeague,2016-05-26,2016,,22,17,41.008278,-72.055778,18.6,27.1,8.12,,399.9206946,0,147,0,,,,,399.9206946,0,5.991266264,0,0.86868,41.011722,-72.054389,0
958,Napeague,2016-05-26,2016,,23,18,41.007917,-72.052333,18,27.2,9.39,,379.3680972,0,147,0,,,,,379.3680972,0,5.938506966,0,0.97536,41.011333,-72.052361,0
959,Napeague,2016-05-26,2016,,24,40,41.012167,-72.053278,16.9,27.2,8.77,,385.0833525,0,147,0,,,,,385.0833525,0,5.953459811,0,1.0668,41.015306,-72.051333,0
960,Napeague,2016-06-02,2016,,25,2,41.004472,-72.046444,16.8,27.6,8.74,,374.1526151,0,154,0,,,,,374.1526151,0,5.924663776,0,1.28016,41.014389,-72.050889,0
961,Napeague,2016-06-02,2016,,26,7,41.006722,-72.046278,16.8,27.7,8.55,,357.8012099,0,154,0,,,,,357.8012099,0,5.879977552,0,1.26492,41.006333,-72.0505,0
962,Napeague,2016-06-02,2016,,27,44,41.0055,-72.054639,19.2,27.5,7.64,,374.1526151,0,154,0,,,,,374.1526151,0,5.924663776,0,0.94488,41.005611,-72.050194,0
963,Napeague,2016-06-02,2016,,28,14,41.00825,-72.038833,16.9,27.7,8.56,,465.5249082,1,154,1.706267717,42,42,42,,465.5249082,0.003658555,6.143165604,2,2.83464,41.006806,-72.044028,1
964,Napeague,2016-06-02,2016,,29,45,41.006028,-72.037667,15.4,27.7,8.31,,392.7764281,0,154,0,,,,,392.7764281,0,5.973240565,0,1.32588,41.006583,-72.042278,0
965,Napeague,2016-06-02,2016,,30,18,41.00925,-72.05475,17.9,27.6,8.26,,282.4618933,0,154,0,,,,,282.4618933,0,5.64354365,0,1.26492,41.008611,-72.0515,0
966,Napeague,2016-06-02,2016,,31,24,41.011139,-72.051944,17.9,27.6,8.41,,367.2823047,0,154,0,,,,,367.2823047,0,5.906130775,0,1.73736,41.012417,-72.047917,0
967,Napeague,2016-06-02,2016,,32,32,41.013056,-72.041,15.7,27.8,8.94,,387.8529589,0,154,0,,,,,387.8529589,0,5.960626296,0,3.5814,41.01425,-72.045333,0
968,Napeague,2016-06-02,2016,,33,34,41.013944,-72.043139,16.8,27.7,8.73,,301.7387968,1,154,1.821184158,35,35,35,,301.7387968,0.00601749,5.709561732,2,4.99872,41.015583,-72.046,1
969,Napeague,2016-06-02,2016,,34,35,41.014139,-72.042694,16.4,27.7,8.62,,319.3253408,1,154,1.624237594,46,46,46,,319.3253408,0.005073574,5.76621046,2,2.65176,41.016583,-72.044694,1
970,Napeague,2016-06-02,2016,,35,36,41.015056,-72.049778,17.1,27.7,8.91,,370.290625,1,154,1.897656828,28,28,28,,370.290625,0.00511169,5.91428817,2,1.85928,41.018167,-72.048194,1
971,Napeague,2016-06-02,2016,,36,39,41.014944,-72.055861,18.8,27.6,8.52,,321.9337334,0,154,0,,,,,321.9337334,0,5.774345728,0,1.17348,41.014639,-72.059667,0
972,Napeague,2016-06-09,2016,,37,34,41.01630556,-72.04725,16.3,27.6,9.02,,414.6208743,1,161,1.943668526,21,21,21,,414.6208743,0.004676868,6.027364547,2,3.61188,41.01344444,-72.04408333,1
973,Napeague,2016-06-09,2016,,38,35,41.01608333,-72.04508333,16.3,27.5,8.56,,423.8773564,0,161,0,,,,,423.8773564,0,6.04944416,0,5.7912,41.01327778,-72.04166667,0
974,Napeague,2016-06-09,2016,,39,27,41.01316667,-72.04480556,16.7,27.6,8.4,,380.9515093,1,161,1.938548348,22,22,22,,380.9515093,0.005075797,5.942672095,2,3.77952,41.01077778,-72.04155556,1
975,Napeague,2016-06-09,2016,,40,23,41.01061111,-72.04238889,16.8,27.6,8.56,,365.554344,0,161,0,,,,,365.554344,0,5.901414952,0,3.93192,41.00825,-72.03936111,0
976,Napeague,2016-06-09,2016,,41,20,41.01069444,-72.04986111,17,27.6,8.61,,763.762508,0,161,0,,,,,763.762508,0,6.638256887,0,1.69164,41.00822222,-72.05833333,0
977,Napeague,2016-06-09,2016,,42,14,41.00861111,-72.04469444,16.5,27.6,8.94,,401.7964899,0,161,0,,,,,401.7964899,0,5.995945716,0,2.31648,41.00666667,-72.04066667,0
978,Napeague,2016-06-09,2016,,43,45,41.0065,-72.03758333,17.4,27.6,8.62,,256.8350986,0,161,0,,,,,256.8350986,0,5.548434239,0,3.21564,41.00711111,-72.04052778,0
979,Napeague,2016-06-09,2016,,44,4,41.00408333,-72.04144444,17.1,27.6,8.62,,351.8959413,0,161,0,,,,,351.8959413,0,5.86333551,0,1.524,41.00436111,-72.04561111,0
980,Napeague,2016-06-09,2016,,45,1,41.00369444,-72.053,17.6,27.5,8.61,,301.7936866,0,161,0,,,,,301.7936866,0,5.709743627,0,1.18872,41.00202778,-72.05016667,0
981,Napeague,2016-06-09,2016,,46,6,41.00605556,,17.8,27.5,8.55,,294.7320781,0,161,0,,,,,294.7320781,0,5.686066734,0,1.49352,41.00444444,-72.04913889,0
982,Napeague,2016-06-09,2016,,47,18,,-72.02652778,18.1,27.6,9.89,,398.7970293,0,161,0,,,,,398.7970293,0,5.988452589,0,2.25552,41.00813889,-72.05088889,0
983,Napeague,2016-06-09,2016,,48,39,41.015,-72.05402778,17.3,27.5,8.7,,371.5729927,1,161,1.511344179,51,51,51,,371.5729927,0.004059172,5.917745326,2,1.66116,41.01388889,-72.05819444,1
984,Napeague,2016-06-15,2016,,49,41,41.01193333,-72.05271667,19.6,29.91,7.89,,198.106002,4,167,4.606986687,48.97106667,43,62,10.44030651,198.106002,0.022988879,5.288802251,5,0.9144,41.01205,-72.05036667,4
985,Napeague,2016-06-15,2016,,50,18,41.00985,-72.05461667,19.1,29.79,7.86,,333.9562049,1,167,1.776793505,38,38,38,,333.9562049,0.005306335,5.811009861,2,1.8288,41.00911667,-72.05076667,1
986,Napeague,2016-06-15,2016,,51,44,41.00603333,-72.05501667,19.6,30.02,9.28,,399.2885148,1,167,1.419611821,55,55,55,,399.2885148,0.003549048,5.98968425,1,0.85344,41.00456667,-72.05068333,1
987,Napeague,2016-06-15,2016,,52,1,41.00358333,-72.05243333,20.1,30.6,8.77,,398.7970293,0,167,0,,,,,398.7970293,0,5.988452589,0,0.94488,41.00311667,-72.04773333,0
988,Napeague,2016-06-15,2016,,53,3,41.00373333,-72.04768333,20,29.99,9.18,,338.4294735,0,167,0,,,,,338.4294735,0,5.824315721,0,1.24968,41.0039,-72.04366667,0
989,Napeague,2016-06-15,2016,,54,8,41.00572222,-72.04766667,19.8,29.91,8.76,,364.620968,0,167,0,,,,,364.620968,0,5.89885837,0,1.47828,41.00625,-72.04338889,0
990,Napeague,2016-06-15,2016,,55,9,41.00566667,-72.04533333,20,30.05,8.66,,367.1046183,2,167,2.999629151,50.66641144,44,59,10.60660172,367.1046183,0.008137845,5.905646871,3,1.4478,41.00527778,-72.041,2
991,Napeague,2016-06-15,2016,,56,15,41.00813889,-72.03847222,20,30.03,8.73,,335.4266676,4,167,5.587886551,30.49487216,26,38,6.429100507,335.4266676,0.016521801,5.815403356,6,3.07848,41.00747222,-72.04236111,4
992,Napeague,2016-06-15,2016,,57,19,41.00958333,-72.05225,20.6,29.99,8.65,,323.1929718,0,167,0,,,,,323.1929718,0,5.778249581,0,1.0668,41.00977778,-72.04841667,0
